Order_ID,Order_Date,Customer_ID,Restaurant_Name,City,Cuisine_Type,Order_Value,Discount_Amount,Delivery_Time_Min,Payment_Method,Rating,Order_Status,Order_Hour
ORD07941,2025-01-16,C2796,Cafe Kerala,Trivandrum,Arabic,212.74,51.15,15,UPI,3.4,Delivered,18
ORD07942,2025-06-05,C8983,Biriyani House,Kochi,Chinese,427.02,43.08,62,UPI,3.0,Delivered,22
ORD07943,2025-03-10,C2328,Burger Hub,Thrissur,Fast Food,1128.83,57.8,23,Wallet,3.2,Delivered,22
ORD07944,2025-06-06,C6032,Arabian Grill,Kochi,Indian,507.81,57.71,40,Wallet,3.9,Delivered,12
ORD07945,2025-10-20,C9913,Pizza Point,Kannur,Fast Food,547.65,119.1,28,Card,3.2,Delivered,18
ORD07946,2025-06-22,C2570,Pizza Point,Kochi,Chinese,311.77,59.89,28,UPI,4.0,Delivered,8
ORD07947,2025-08-21,C5336,Pizza Point,Kannur,Arabic,415.83,90.44,32,Card,4.7,Delivered,18
ORD07948,2025-01-02,C4432,Arabian Grill,Calicut,Cafe,993.25,28.43,60,UPI,4.0,Delivered,13
ORD07949,2025-02-23,C8146,Spice Route,Kannur,Chinese,701.77,49.08,36,UPI,3.5,Delivered,0
ORD07950,2025-08-30,C4961,Spice Route,Calicut,Cafe,1043.97,87.45,53,UPI,4.6,Delivered,1
ORD07951,2025-08-21,C8449,Spice Route,Kochi,Arabic,323.61,39.91,60,Card,4.4,Delivered,22
ORD07952,2025-12-05,C3593,Cafe Kerala,Kannur,Cafe,770.6,109.87,22,Card,3.8,Delivered,22
ORD07953,2025-05-24,C1716,Spice Route,Kannur,Chinese,332.71,66.04,15,UPI,3.2,Delivered,14
ORD07954,2025-06-28,C4554,Cafe Kerala,Thrissur,Cafe,750.85,100.38,26,Cash,4.8,Delivered,17
ORD07955,2025-10-06,C9487,Cafe Kerala,Kannur,Fast Food,1082.09,103.73,59,Card,4.1,Delivered,14
ORD07956,2025-02-27,C9245,Chinese Wok,Kochi,Chinese,691.91,73.28,35,Cash,4.3,Delivered,17
ORD07957,2025-01-29,C2250,Arabian Grill,Trivandrum,Arabic,725.13,117.15,15,Card,4.0,Delivered,20
ORD07958,2025-11-22,C9640,Arabian Grill,Trivandrum,Chinese,1113.62,197.49,25,UPI,3.2,Delivered,22
ORD07959,2025-02-18,C4193,Chinese Wok,Kannur,Fast Food,247.58,20.75,47,Card,4.4,Delivered,1
ORD07960,2025-07-18,C6597,Spice Route,Thrissur,Chinese,817.42,19.96,39,Cash,3.7,Delivered,22
ORD07961,2025-03-09,C1376,Burger Hub,Thrissur,Fast Food,361.2,80.55,64,Card,3.2,Delivered,22
ORD07962,2025-03-12,C3105,Pizza Point,Trivandrum,Fast Food,286.7,50.95,49,Cash,3.9,Delivered,11
ORD07963,2025-01-30,C6789,Pizza Point,Trivandrum,Arabic,1142.69,72.3,66,Wallet,4.4,Delivered,14
ORD07964,2025-11-13,C9277,Biriyani House,Kannur,Arabic,832.7,163.59,25,Wallet,3.7,Delivered,11
ORD07965,2025-03-03,C8945,Pizza Point,Trivandrum,Cafe,393.71,46.49,56,Card,3.5,Delivered,18
ORD07966,2025-02-15,C3448,Arabian Grill,Kannur,Indian,897.87,121.11,34,Cash,3.4,Delivered,12
ORD07967,2025-05-07,C7489,Chinese Wok,Thrissur,Fast Food,1154.11,282.74,35,Cash,3.0,Delivered,9
ORD07968,2025-01-24,C8561,Burger Hub,Calicut,Fast Food,1002.41,157.36,45,UPI,3.5,Delivered,7
ORD07969,2025-03-26,C3733,Spice Route,Trivandrum,Chinese,1056.05,241.06,56,Wallet,,Cancelled,5
ORD07970,2025-11-20,C7219,Cafe Kerala,Calicut,Chinese,492.26,42.94,50,Wallet,4.5,Delivered,10
ORD07971,2025-06-16,C1033,Biriyani House,Thrissur,Arabic,313.63,76.42,64,UPI,3.4,Delivered,22
ORD07972,2025-10-23,C9054,Burger Hub,Trivandrum,Fast Food,1020.09,212.72,17,Wallet,3.1,Delivered,15
ORD07973,2025-03-01,C7392,Burger Hub,Kannur,Arabic,803.11,166.06,18,Card,3.5,Delivered,3
ORD07974,2025-12-12,C6781,Chinese Wok,Thrissur,Chinese,974.26,191.86,25,Cash,4.8,Delivered,5
ORD07975,2025-11-09,C9095,Pizza Point,Trivandrum,Indian,412.32,16.89,62,Card,4.0,Delivered,18
ORD07976,2025-04-08,C6565,Spice Route,Kochi,Indian,1009.79,20.32,50,UPI,4.1,Delivered,16
ORD07977,2025-09-23,C8110,Biriyani House,Kannur,Chinese,545.61,104.58,70,UPI,4.7,Delivered,4
ORD07978,2025-08-16,C6318,Pizza Point,Calicut,Chinese,1032.83,138.46,19,Cash,3.4,Delivered,6
ORD07979,2025-02-22,C2328,Biriyani House,Calicut,Fast Food,674.49,82.3,26,UPI,3.3,Delivered,18
ORD07980,2025-03-10,C6029,Spice Route,Calicut,Indian,1125.57,124.49,19,Cash,4.0,Delivered,9
ORD07981,2025-06-04,C7181,Burger Hub,Kannur,Cafe,1107.37,7.51,63,Card,4.7,Delivered,2
ORD07982,2025-06-10,C4207,Chinese Wok,Thrissur,Arabic,312.78,32.23,31,Cash,4.7,Delivered,3
ORD07983,2025-10-23,C1236,Biriyani House,Kannur,Chinese,839.65,44.88,22,Wallet,3.4,Delivered,8
ORD07984,2025-09-29,C8559,Arabian Grill,Calicut,Arabic,532.17,125.14,18,Card,3.4,Delivered,13
ORD07985,2025-10-24,C8619,Pizza Point,Kochi,Indian,365.63,51.16,15,UPI,3.2,Delivered,19
ORD07986,2025-02-10,C3783,Burger Hub,Kochi,Chinese,293.65,29.77,44,Card,4.3,Delivered,6
ORD07987,2025-09-20,C6862,Arabian Grill,Thrissur,Indian,1192.25,102.2,17,Cash,3.7,Delivered,6
ORD07988,2025-05-31,C3282,Spice Route,Thrissur,Fast Food,353.73,7.22,30,Card,3.7,Delivered,23
ORD07989,2025-05-21,C5446,Burger Hub,Calicut,Chinese,911.29,131.69,36,Card,4.8,Delivered,15
ORD07990,2025-02-12,C2021,Cafe Kerala,Thrissur,Cafe,220.61,37.66,57,UPI,3.4,Delivered,8
ORD07991,2025-02-03,C4293,Cafe Kerala,Calicut,Fast Food,845.6,178.16,48,Cash,3.9,Delivered,21
ORD07992,2025-09-24,C3294,Biriyani House,Trivandrum,Cafe,724.41,164.95,61,UPI,3.2,Delivered,10
ORD07993,2025-04-22,C6829,Chinese Wok,Kannur,Fast Food,346.21,16.92,70,Wallet,,Cancelled,0
ORD07994,2025-05-30,C6700,Chinese Wok,Kochi,Fast Food,150.43,33.93,60,Cash,3.6,Delivered,18
ORD07995,2025-05-21,C2277,Biriyani House,Trivandrum,Arabic,1147.59,144.09,35,Wallet,4.8,Delivered,0
ORD07996,2025-02-23,C4071,Arabian Grill,Calicut,Arabic,1177.35,81.21,17,Cash,4.1,Delivered,16
ORD07997,2025-12-09,C6054,Chinese Wok,Trivandrum,Fast Food,657.15,158.29,41,Card,3.6,Delivered,5
ORD07998,2025-06-14,C7496,Arabian Grill,Thrissur,Cafe,890.76,202.05,29,UPI,4.7,Delivered,15
ORD07999,2025-11-19,C7514,Biriyani House,Thrissur,Indian,839.29,203.91,62,Cash,3.3,Delivered,2
ORD08000,2025-09-21,C9105,Arabian Grill,Thrissur,Cafe,658.32,50.51,67,Wallet,4.7,Delivered,10
ORD08001,2025-10-25,C7209,Spice Route,Trivandrum,Indian,634.64,10.95,48,UPI,3.6,Delivered,21
ORD08002,2025-02-27,C2136,Cafe Kerala,Trivandrum,Fast Food,228.35,8.3,31,Wallet,3.1,Delivered,1
ORD08003,2025-12-02,C3029,Arabian Grill,Kannur,Cafe,1052.37,0.74,61,Card,4.6,Delivered,12
ORD08004,2025-09-09,C4636,Arabian Grill,Kannur,Cafe,404.53,43.23,52,UPI,3.8,Delivered,23
ORD08005,2025-08-14,C8493,Chinese Wok,Calicut,Chinese,728.77,36.88,62,Card,3.2,Delivered,4
ORD08006,2025-03-19,C3523,Cafe Kerala,Trivandrum,Arabic,1112.72,21.35,54,Cash,3.6,Delivered,7
ORD08007,2025-01-15,C2172,Cafe Kerala,Kochi,Indian,381.71,15.18,59,UPI,3.2,Delivered,20
ORD08008,2025-01-26,C2151,Pizza Point,Kochi,Chinese,516.93,36.92,26,Wallet,3.5,Delivered,19
ORD08009,2025-07-01,C7510,Chinese Wok,Thrissur,Chinese,1027.64,66.8,55,Cash,3.5,Delivered,10
ORD08010,2025-03-27,C1150,Cafe Kerala,Calicut,Cafe,967.08,82.03,68,Cash,4.5,Delivered,16
ORD08011,2025-08-11,C3965,Cafe Kerala,Calicut,Indian,397.79,39.11,49,UPI,4.0,Delivered,17
ORD08012,2025-12-26,C9209,Biriyani House,Calicut,Arabic,262.36,58.64,18,Wallet,,Cancelled,13
ORD08013,2025-02-14,C9785,Burger Hub,Trivandrum,Chinese,784.48,170.29,60,Card,4.4,Delivered,15
ORD08014,2025-05-17,C3068,Biriyani House,Trivandrum,Chinese,374.52,67.55,20,Cash,4.7,Delivered,16
ORD08015,2025-02-26,C5778,Cafe Kerala,Calicut,Arabic,1073.82,160.96,64,Wallet,,Cancelled,16
ORD08016,2025-04-12,C4941,Biriyani House,Thrissur,Arabic,236.16,53.92,38,Wallet,5.0,Delivered,4
ORD08017,2025-06-13,C4811,Cafe Kerala,Calicut,Chinese,969.02,154.23,43,Wallet,3.0,Delivered,2
ORD08018,2025-12-10,C6022,Pizza Point,Calicut,Cafe,767.01,90.85,17,Wallet,3.8,Delivered,14
ORD08019,2025-03-25,C3544,Pizza Point,Kannur,Fast Food,545.51,68.41,36,Cash,4.0,Delivered,16
ORD08020,2025-11-07,C6938,Pizza Point,Thrissur,Arabic,1004.91,70.6,50,Card,3.6,Delivered,1
ORD08021,2025-01-29,C7772,Chinese Wok,Kannur,Chinese,789.7,30.77,58,UPI,4.2,Delivered,15
ORD08022,2025-01-20,C9580,Burger Hub,Calicut,Cafe,656.63,51.74,57,Card,3.1,Delivered,4
ORD08023,2025-08-24,C6488,Biriyani House,Kannur,Indian,766.92,80.77,28,Cash,3.3,Delivered,6
ORD08024,2025-05-15,C9040,Pizza Point,Kannur,Cafe,793.47,40.75,41,UPI,3.1,Delivered,21
ORD08025,2025-02-16,C2508,Burger Hub,Kochi,Indian,951.75,133.32,69,UPI,4.6,Delivered,2
ORD08026,2025-04-30,C6931,Chinese Wok,Trivandrum,Indian,1040.27,108.09,58,Cash,4.3,Delivered,15
ORD08027,2025-03-12,C5144,Spice Route,Kannur,Cafe,842.94,6.31,32,UPI,3.5,Delivered,14
ORD08028,2025-08-16,C3137,Spice Route,Trivandrum,Fast Food,335.08,36.44,44,Cash,3.6,Delivered,7
ORD08029,2025-10-21,C8305,Biriyani House,Kochi,Cafe,218.97,51.9,45,Card,4.1,Delivered,20
ORD08030,2025-12-02,C5174,Cafe Kerala,Calicut,Cafe,1135.82,98.57,47,Card,3.0,Delivered,16
ORD08031,2025-10-16,C7144,Burger Hub,Kannur,Fast Food,672.91,152.47,45,Wallet,4.9,Delivered,23
ORD08032,2025-02-07,C6634,Biriyani House,Kochi,Indian,906.31,116.86,48,Wallet,4.4,Delivered,12
ORD08033,2025-03-27,C8340,Chinese Wok,Kannur,Indian,772.15,78.42,56,UPI,4.7,Delivered,15
ORD08034,2025-02-10,C8041,Spice Route,Trivandrum,Indian,960.07,141.63,15,UPI,4.8,Delivered,3
ORD08035,2025-11-19,C6875,Pizza Point,Trivandrum,Indian,965.87,142.23,46,Card,3.0,Delivered,8
ORD08036,2025-12-06,C8934,Biriyani House,Thrissur,Fast Food,370.48,76.87,46,Wallet,4.9,Delivered,10
ORD08037,2025-06-03,C5670,Biriyani House,Kochi,Fast Food,303.15,2.74,53,Card,3.8,Delivered,3
ORD08038,2025-09-20,C2173,Burger Hub,Trivandrum,Indian,1180.89,173.8,34,UPI,4.9,Delivered,20
ORD08039,2025-02-16,C7236,Chinese Wok,Kochi,Cafe,566.1,31.88,33,Card,3.6,Delivered,16
ORD08040,2025-06-15,C6589,Cafe Kerala,Kannur,Cafe,688.24,112.14,23,UPI,3.9,Delivered,21
ORD08041,2025-04-14,C7567,Pizza Point,Calicut,Fast Food,500.87,125.19,64,UPI,4.5,Delivered,5
ORD08042,2025-02-04,C6428,Pizza Point,Kannur,Arabic,859.96,146.11,67,Wallet,3.1,Delivered,14
ORD08043,2025-10-31,C3171,Spice Route,Kochi,Cafe,254.85,38.36,16,Cash,4.9,Delivered,16
ORD08044,2025-03-24,C2715,Biriyani House,Calicut,Chinese,1060.37,260.98,38,Card,4.4,Delivered,11
ORD08045,2025-04-08,C2621,Burger Hub,Kannur,Chinese,924.33,32.02,41,Wallet,4.1,Delivered,3
ORD08046,2025-05-02,C5217,Biriyani House,Kannur,Indian,665.76,24.7,43,Cash,3.6,Delivered,7
ORD08047,2025-07-14,C7933,Chinese Wok,Calicut,Arabic,710.5,34.19,50,UPI,,Cancelled,8
ORD08048,2025-07-11,C3327,Chinese Wok,Kochi,Fast Food,981.13,117.28,53,Card,,Cancelled,19
ORD08049,2025-07-06,C2596,Arabian Grill,Kochi,Cafe,1032.62,131.1,32,Cash,3.5,Delivered,23
ORD08050,2025-02-16,C5153,Cafe Kerala,Trivandrum,Indian,818.45,151.37,31,Wallet,,Cancelled,1
ORD08051,2025-08-05,C3152,Burger Hub,Kannur,Chinese,490.74,7.07,38,Wallet,4.1,Delivered,12
ORD08052,2025-09-11,C1223,Arabian Grill,Kannur,Arabic,412.12,31.45,51,Card,4.1,Delivered,12
ORD08053,2025-03-05,C4265,Burger Hub,Trivandrum,Chinese,1108.32,152.99,15,Card,4.7,Delivered,12
ORD08054,2025-07-15,C4437,Chinese Wok,Kannur,Arabic,980.02,202.72,24,Wallet,3.1,Delivered,13
ORD08055,2025-02-03,C6916,Pizza Point,Kannur,Fast Food,262.95,26.55,33,Wallet,,Cancelled,20
ORD08056,2025-07-30,C6135,Biriyani House,Thrissur,Chinese,467.99,44.53,28,UPI,4.4,Delivered,0
ORD08057,2025-08-21,C5648,Burger Hub,Calicut,Indian,798.36,123.35,58,UPI,3.3,Delivered,23
ORD08058,2025-01-28,C9773,Spice Route,Calicut,Arabic,964.21,105.89,24,Card,4.0,Delivered,10
ORD08059,2025-01-03,C3510,Spice Route,Trivandrum,Cafe,1153.76,225.38,26,Wallet,3.9,Delivered,16
ORD08060,2025-02-23,C8690,Burger Hub,Calicut,Cafe,417.47,54.94,53,Wallet,4.0,Delivered,9
ORD08061,2025-10-10,C9306,Chinese Wok,Thrissur,Arabic,723.77,91.63,65,Card,4.4,Delivered,18
ORD08062,2025-05-17,C1562,Chinese Wok,Trivandrum,Chinese,544.37,80.39,46,Card,4.9,Delivered,9
ORD08063,2025-07-29,C7247,Spice Route,Kannur,Indian,744.21,80.77,16,Cash,4.2,Delivered,0
ORD08064,2025-02-11,C1673,Burger Hub,Trivandrum,Indian,661.34,112.87,50,Wallet,4.8,Delivered,22
ORD08065,2025-09-18,C7983,Spice Route,Thrissur,Indian,1095.17,84.19,27,Wallet,3.1,Delivered,20
ORD08066,2025-02-01,C2387,Chinese Wok,Trivandrum,Arabic,1159.24,35.4,63,Wallet,4.0,Delivered,23
ORD08067,2025-06-25,C4708,Chinese Wok,Kannur,Fast Food,1045.31,51.02,37,Card,4.0,Delivered,4
ORD08068,2025-03-27,C6722,Burger Hub,Thrissur,Chinese,1156.1,133.17,45,UPI,,Cancelled,8
ORD08069,2025-09-05,C3601,Spice Route,Thrissur,Chinese,1014.06,32.39,56,Wallet,3.5,Delivered,18
ORD08070,2025-08-20,C3348,Arabian Grill,Kannur,Fast Food,204.19,21.16,62,UPI,,Cancelled,3
ORD08071,2025-08-01,C2632,Chinese Wok,Calicut,Fast Food,692.01,154.48,59,Card,3.2,Delivered,4
ORD08072,2025-03-28,C2291,Burger Hub,Kannur,Chinese,240.93,7.78,63,Wallet,3.9,Delivered,11
ORD08073,2025-04-07,C4586,Cafe Kerala,Calicut,Chinese,361.04,23.18,40,Cash,4.7,Delivered,11
ORD08074,2025-08-05,C5252,Pizza Point,Thrissur,Fast Food,692.26,150.25,23,UPI,4.7,Delivered,17
ORD08075,2025-06-21,C8974,Burger Hub,Kochi,Indian,833.53,168.21,19,Cash,4.3,Delivered,17
ORD08076,2025-05-24,C9456,Chinese Wok,Kochi,Arabic,525.52,48.53,33,Wallet,,Cancelled,23
ORD08077,2025-08-06,C6191,Cafe Kerala,Thrissur,Arabic,271.43,21.09,37,Card,4.8,Delivered,22
ORD08078,2025-04-03,C7410,Burger Hub,Kannur,Indian,527.3,127.14,27,Card,,Cancelled,3
ORD08079,2025-05-09,C1572,Chinese Wok,Trivandrum,Indian,1098.91,267.78,18,UPI,4.6,Delivered,17
ORD08080,2025-04-21,C8541,Spice Route,Kochi,Arabic,599.25,114.34,22,Card,4.0,Delivered,17
ORD08081,2025-10-06,C1520,Spice Route,Trivandrum,Chinese,932.69,227.72,59,Card,4.3,Delivered,8
ORD08082,2025-01-04,C2415,Burger Hub,Trivandrum,Cafe,1069.32,12.69,17,UPI,3.5,Delivered,20
ORD08083,2025-10-12,C8645,Chinese Wok,Trivandrum,Chinese,233.26,56.14,45,UPI,,Cancelled,14
ORD08084,2025-05-11,C6194,Biriyani House,Kannur,Cafe,341.81,29.35,23,UPI,3.8,Delivered,3
ORD08085,2025-01-01,C4612,Chinese Wok,Trivandrum,Chinese,1076.21,257.15,19,Wallet,4.5,Delivered,16
ORD08086,2025-02-02,C7504,Pizza Point,Trivandrum,Fast Food,427.62,33.57,26,Card,4.5,Delivered,8
ORD08087,2025-09-20,C6620,Cafe Kerala,Thrissur,Cafe,647.53,125.27,38,Wallet,4.9,Delivered,7
ORD08088,2025-03-23,C5926,Pizza Point,Kannur,Fast Food,1090.21,180.59,48,Cash,3.9,Delivered,20
ORD08089,2025-03-21,C8265,Biriyani House,Trivandrum,Cafe,1142.11,198.78,32,Wallet,4.7,Delivered,15
ORD08090,2025-08-27,C3268,Spice Route,Kochi,Indian,530.13,18.78,41,Wallet,,Cancelled,7
ORD08091,2025-06-21,C1988,Pizza Point,Calicut,Fast Food,728.54,156.86,19,Wallet,4.6,Delivered,15
ORD08092,2025-11-18,C1595,Pizza Point,Kochi,Chinese,973.36,117.25,59,Cash,4.3,Delivered,11
ORD08093,2025-06-11,C3297,Pizza Point,Calicut,Fast Food,1035.09,197.81,20,Card,4.5,Delivered,3
ORD08094,2025-10-01,C5628,Pizza Point,Kochi,Fast Food,432.9,6.06,36,Wallet,3.9,Delivered,15
ORD08095,2025-10-12,C1276,Chinese Wok,Thrissur,Cafe,356.98,38.28,39,Wallet,4.9,Delivered,18
ORD08096,2025-11-12,C4963,Chinese Wok,Kochi,Cafe,906.04,38.76,65,Card,4.0,Delivered,20
ORD08097,2025-11-14,C2038,Arabian Grill,Thrissur,Indian,982.45,66.18,17,Cash,3.5,Delivered,18
ORD08098,2025-03-15,C8141,Spice Route,Thrissur,Fast Food,324.53,1.66,25,Wallet,4.7,Delivered,8
ORD08099,2025-01-23,C7966,Arabian Grill,Trivandrum,Cafe,1149.51,3.15,31,Card,3.9,Delivered,6
ORD08100,2025-02-23,C8488,Cafe Kerala,Kochi,Fast Food,352.63,39.9,64,Wallet,3.7,Delivered,14
ORD08101,2025-12-07,C4353,Chinese Wok,Kochi,Arabic,519.57,76.42,30,Cash,,Cancelled,10
ORD08102,2025-03-20,C4560,Cafe Kerala,Kannur,Cafe,756.52,150.51,31,Wallet,4.2,Delivered,3
ORD08103,2025-12-28,C4769,Biriyani House,Kochi,Chinese,269.6,18.04,28,UPI,3.6,Delivered,12
ORD08104,2025-12-04,C9384,Spice Route,Kochi,Fast Food,343.89,72.52,38,Wallet,3.1,Delivered,19
ORD08105,2025-09-06,C8474,Spice Route,Trivandrum,Fast Food,650.93,4.5,58,UPI,4.1,Delivered,2
ORD08106,2025-01-01,C6843,Cafe Kerala,Trivandrum,Cafe,858.47,213.76,37,Cash,,Cancelled,4
ORD08107,2025-06-15,C8093,Pizza Point,Kochi,Cafe,676.79,6.97,18,UPI,4.6,Delivered,18
ORD08108,2025-09-30,C7634,Arabian Grill,Calicut,Cafe,909.66,51.16,40,Wallet,4.5,Delivered,6
ORD08109,2025-06-12,C1183,Arabian Grill,Kochi,Cafe,202.94,17.0,17,Wallet,4.0,Delivered,6
ORD08110,2025-01-04,C3010,Spice Route,Kannur,Cafe,280.96,11.0,26,Cash,4.3,Delivered,17
ORD08111,2025-03-30,C6340,Chinese Wok,Kochi,Chinese,309.62,7.23,33,Card,3.7,Delivered,16
ORD08112,2025-07-04,C9562,Arabian Grill,Kochi,Indian,448.26,69.76,63,Wallet,3.7,Delivered,20
ORD08113,2025-11-08,C9557,Arabian Grill,Kannur,Fast Food,999.79,201.15,16,UPI,5.0,Delivered,20
ORD08114,2025-11-27,C9898,Pizza Point,Kannur,Chinese,258.29,46.67,61,Wallet,,Cancelled,10
ORD08115,2025-03-16,C1129,Biriyani House,Trivandrum,Chinese,927.53,3.91,58,Card,4.2,Delivered,15
ORD08116,2025-05-26,C6096,Biriyani House,Trivandrum,Arabic,551.3,88.03,54,Card,3.8,Delivered,0
ORD08117,2025-11-07,C2360,Spice Route,Trivandrum,Cafe,202.6,2.38,52,UPI,3.3,Delivered,0
ORD08118,2025-11-27,C4552,Burger Hub,Calicut,Fast Food,1087.79,220.97,69,Wallet,3.8,Delivered,6
ORD08119,2025-01-11,C7270,Burger Hub,Kannur,Indian,201.84,15.81,54,Cash,3.6,Delivered,6
ORD08120,2025-01-20,C5112,Arabian Grill,Trivandrum,Indian,695.21,139.7,41,Cash,4.6,Delivered,10
ORD08121,2025-03-21,C2717,Cafe Kerala,Kochi,Arabic,1008.5,237.55,59,UPI,3.9,Delivered,22
ORD08122,2025-07-18,C2970,Chinese Wok,Trivandrum,Fast Food,1130.57,63.66,32,Wallet,3.6,Delivered,5
ORD08123,2025-04-29,C5413,Biriyani House,Kannur,Fast Food,652.32,133.82,64,Wallet,5.0,Delivered,6
ORD08124,2025-07-09,C4393,Biriyani House,Trivandrum,Arabic,1044.15,119.3,60,Wallet,,Cancelled,8
ORD08125,2025-09-27,C1763,Spice Route,Kannur,Fast Food,1051.79,261.0,46,Cash,3.8,Delivered,11
ORD08126,2025-12-30,C6214,Biriyani House,Calicut,Cafe,918.15,77.5,55,UPI,4.3,Delivered,14
ORD08127,2025-08-09,C8869,Pizza Point,Kannur,Chinese,461.85,61.35,34,Wallet,3.5,Delivered,13
ORD08128,2025-02-08,C5099,Spice Route,Kannur,Arabic,156.76,37.24,18,Wallet,3.6,Delivered,1
ORD08129,2025-08-03,C2831,Pizza Point,Kochi,Cafe,776.87,89.63,17,Cash,3.9,Delivered,16
ORD08130,2025-01-28,C7595,Biriyani House,Thrissur,Indian,309.73,72.26,66,Card,3.3,Delivered,16
ORD08131,2025-09-23,C9751,Arabian Grill,Kochi,Indian,864.41,74.87,27,UPI,3.7,Delivered,8
ORD08132,2025-05-06,C2365,Chinese Wok,Kannur,Fast Food,802.01,185.79,63,Wallet,4.8,Delivered,15
ORD08133,2025-06-20,C4430,Chinese Wok,Kochi,Fast Food,1011.16,125.69,34,UPI,5.0,Delivered,14
ORD08134,2025-12-06,C8525,Chinese Wok,Trivandrum,Cafe,688.06,91.61,63,Cash,4.9,Delivered,7
ORD08135,2025-09-03,C4394,Burger Hub,Calicut,Chinese,630.89,129.21,43,UPI,3.8,Delivered,22
ORD08136,2025-07-05,C6086,Cafe Kerala,Kannur,Fast Food,712.78,7.26,60,Cash,4.1,Delivered,9
ORD08137,2025-03-13,C1829,Spice Route,Calicut,Chinese,527.77,2.32,48,Wallet,4.3,Delivered,16
ORD08138,2025-10-04,C1356,Chinese Wok,Kannur,Indian,425.49,56.67,52,Cash,4.6,Delivered,19
ORD08139,2025-09-28,C3772,Arabian Grill,Calicut,Arabic,1087.59,239.85,28,Wallet,3.1,Delivered,18
ORD08140,2025-01-19,C8334,Chinese Wok,Thrissur,Fast Food,1070.36,258.2,54,UPI,3.0,Delivered,1
ORD08141,2025-09-30,C6578,Biriyani House,Kochi,Indian,930.07,2.16,21,UPI,3.7,Delivered,13
ORD08142,2025-10-27,C2260,Chinese Wok,Trivandrum,Cafe,785.88,34.57,39,UPI,,Cancelled,12
ORD08143,2025-07-05,C5506,Pizza Point,Kannur,Arabic,238.79,31.25,23,Cash,3.4,Delivered,0
ORD08144,2025-08-06,C6900,Pizza Point,Calicut,Fast Food,457.68,82.89,28,Cash,3.6,Delivered,3
ORD08145,2025-11-05,C2765,Cafe Kerala,Kannur,Arabic,637.43,144.95,36,Cash,,Cancelled,6
ORD08146,2025-05-01,C2679,Cafe Kerala,Calicut,Indian,1009.92,39.86,27,Cash,4.8,Delivered,8
ORD08147,2025-11-22,C1690,Cafe Kerala,Thrissur,Chinese,707.66,137.73,43,Wallet,4.2,Delivered,15
ORD08148,2025-05-15,C5398,Pizza Point,Calicut,Fast Food,212.26,35.87,54,Card,3.8,Delivered,2
ORD08149,2025-01-13,C2792,Burger Hub,Calicut,Indian,714.24,92.66,30,Card,4.7,Delivered,9
ORD08150,2025-12-15,C2612,Biriyani House,Kochi,Fast Food,829.83,45.14,47,Cash,3.2,Delivered,11
ORD08151,2025-09-05,C5620,Biriyani House,Thrissur,Chinese,678.96,81.32,32,Cash,,Cancelled,11
ORD08152,2025-10-15,C7321,Arabian Grill,Kochi,Fast Food,1107.74,224.55,48,Card,3.6,Delivered,9
ORD08153,2025-05-17,C2351,Spice Route,Kochi,Cafe,674.52,74.22,51,Cash,3.5,Delivered,14
ORD08154,2025-07-08,C4278,Arabian Grill,Kochi,Fast Food,411.72,27.86,56,Wallet,4.7,Delivered,3
ORD08155,2025-04-19,C7744,Cafe Kerala,Trivandrum,Fast Food,229.68,4.86,68,Card,4.9,Delivered,16
ORD08156,2025-03-28,C4800,Burger Hub,Thrissur,Chinese,1099.57,12.44,57,Wallet,4.3,Delivered,10
ORD08157,2025-08-27,C3013,Biriyani House,Kochi,Fast Food,909.85,70.05,64,Cash,3.9,Delivered,0
ORD08158,2025-02-19,C6457,Cafe Kerala,Calicut,Cafe,857.17,182.81,56,UPI,4.4,Delivered,17
ORD08159,2025-07-10,C8269,Biriyani House,Kochi,Fast Food,656.95,43.81,63,Wallet,4.2,Delivered,17
ORD08160,2025-06-17,C4217,Cafe Kerala,Thrissur,Fast Food,1065.7,41.68,50,UPI,4.5,Delivered,23
ORD08161,2025-01-12,C8997,Biriyani House,Kannur,Chinese,690.04,171.45,68,Cash,5.0,Delivered,5
ORD08162,2025-01-23,C2952,Pizza Point,Kannur,Chinese,675.28,18.32,68,UPI,4.5,Delivered,8
ORD08163,2025-09-09,C1072,Cafe Kerala,Calicut,Fast Food,617.13,27.08,47,Card,3.9,Delivered,7
ORD08164,2025-11-12,C4953,Spice Route,Calicut,Indian,820.7,17.09,32,Cash,3.7,Delivered,19
ORD08165,2025-12-08,C5246,Burger Hub,Trivandrum,Chinese,859.27,210.85,21,Cash,4.4,Delivered,3
ORD08166,2025-09-24,C7532,Biriyani House,Kannur,Fast Food,769.27,133.07,36,Wallet,4.8,Delivered,6
ORD08167,2025-11-02,C8381,Cafe Kerala,Trivandrum,Cafe,649.75,104.75,50,Card,3.6,Delivered,11
ORD08168,2025-03-15,C5599,Spice Route,Thrissur,Chinese,864.38,97.57,67,Wallet,3.9,Delivered,7
ORD08169,2025-11-23,C6902,Spice Route,Thrissur,Cafe,613.18,98.46,44,Card,4.4,Delivered,18
ORD08170,2025-12-12,C2340,Cafe Kerala,Trivandrum,Indian,393.57,58.77,40,Card,4.6,Delivered,16
ORD08171,2025-03-28,C4796,Pizza Point,Calicut,Cafe,757.87,91.79,28,Wallet,3.6,Delivered,0
